Kabupaten/Kota,Tahun,Indeks Pembangunan Manusia
Penukal Abab Lematang Ilir,2024,67.48
Pesawaran,2018,64.97
Pesawaran,2019,65.75
Pesawaran,2020,65.79
Pesawaran,2021,66.14
Pesawaran,2022,66.7
Pesawaran,2023,67.67
Pesawaran,2024,68.52
Pesisir Barat,2018,62.96
Pesisir Barat,2019,63.79
Pesisir Barat,2020,63.91
Pesisir Barat,2021,64.3
Pesisir Barat,2022,65.14
Pesisir Barat,2023,66.0
Pesisir Barat,2024,66.73
Pesisir Selatan,2018,69.4
Pesisir Selatan,2019,70.08
Pesisir Selatan,2020,69.9
Pesisir Selatan,2021,70.03
Pesisir Selatan,2022,70.84
Pesisir Selatan,2023,71.44
Pesisir Selatan,2024,72.02
Pidie,2018,69.93
Pidie,2019,70.41
Pidie,2020,70.63
Pidie,2021,70.7
Pidie,2022,71.2
Pidie,2023,71.66
Pidie,2024,72.31
Pidie Jaya,2018,72.12
Pidie Jaya,2019,72.87
Pidie Jaya,2020,73.2
Pidie Jaya,2021,73.6
Pidie Jaya,2022,74.34
Pidie Jaya,2023,74.8
Pidie Jaya,2024,75.16
Pinrang,2018,70.62
Pinrang,2019,71.12
Pinrang,2020,71.26
Pinrang,2021,71.45
Pinrang,2022,71.97
Pinrang,2023,72.84
Pinrang,2024,73.55
Pohuwato,2018,64.44
Pohuwato,2019,65.27
Pohuwato,2020,65.37
Pohuwato,2021,65.8
Pohuwato,2022,66.53
Pohuwato,2023,67.15
Pohuwato,2024,68.02
Polewali Mandar,2018,63.14
Polewali Mandar,2019,63.74
Polewali Mandar,2020,63.84
Polewali Mandar,2021,64.23
Polewali Mandar,2022,64.79
Polewali Mandar,2023,65.59
Polewali Mandar,2024,66.22
Ponorogo,2018,69.91
Ponorogo,2019,70.56
Ponorogo,2020,70.81
Ponorogo,2021,71.06
Ponorogo,2022,71.87
Ponorogo,2023,72.5
Ponorogo,2024,73.01
Poso,2018,70.68
Poso,2019,71.4
Poso,2020,71.28
Poso,2021,71.45
Poso,2022,71.93
Poso,2023,72.48
Poso,2024,72.87
Pringsewu,2018,69.42
Pringsewu,2019,69.97
Pringsewu,2020,70.3
Pringsewu,2021,70.45
Pringsewu,2022,70.98
Pringsewu,2023,71.61
Pringsewu,2024,72.29
Probolinggo,2018,64.85
Probolinggo,2019,65.6
Probolinggo,2020,66.07
Probolinggo,2021,66.26
Probolinggo,2022,66.96
Probolinggo,2023,67.79
Probolinggo,2024,68.29
Pulang Pisau,2018,67.54
Pulang Pisau,2019,68.34
Pulang Pisau,2020,68.45
Pulang Pisau,2021,68.53
Pulang Pisau,2022,69.01
Pulang Pisau,2023,69.6
Pulang Pisau,2024,70.27
Pulau Morotai,2018,61.39
Pulau Morotai,2019,62.38
Pulau Morotai,2020,62.5
Pulau Morotai,2021,62.9
Pulau Morotai,2022,63.8
Pulau Morotai,2023,64.73
Pulau Morotai,2024,65.68
Pulau Taliabu,2018,59.67
Pulau Taliabu,2019,60.62
Pulau Taliabu,2020,60.48
Pulau Taliabu,2021,60.73
Pulau Taliabu,2022,61.64
Pulau Taliabu,2023,62.31
Pulau Taliabu,2024,62.9
Puncak,2018,41.81
Puncak,2019,42.7
Puncak,2020,43.04
Puncak,2021,43.17
Puncak,2022,43.87
Puncak,2023,44.59
Puncak,2024,45.6
Puncak Jaya,2018,47.39
Puncak Jaya,2019,48.33
Puncak Jaya,2020,48.37
Puncak Jaya,2021,48.99
Puncak Jaya,2022,49.84
Puncak Jaya,2023,50.81
Puncak Jaya,2024,51.78
Purbalingga,2018,68.41
Purbalingga,2019,68.99
Purbalingga,2020,68.97
Purbalingga,2021,69.15
Purbalingga,2022,69.54
Purbalingga,2023,70.24
Purbalingga,2024,70.69
Purwakarta,2018,69.98
Purwakarta,2019,70.67
Purwakarta,2020,70.82
Purwakarta,2021,70.98
Purwakarta,2022,71.56
Purwakarta,2023,72.09
Purwakarta,2024,72.65
Purworejo,2018,71.87
Purworejo,2019,72.5
Purworejo,2020,72.68
Purworejo,2021,72.98
Purworejo,2022,73.6
Purworejo,2023,74.28
Purworejo,2024,75.11
Raja Ampat,2018,62.84
Raja Ampat,2019,63.66
Raja Ampat,2020,63.89
Raja Ampat,2021,63.92
Raja Ampat,2022,64.65
Raja Ampat,2023,65.26
Raja Ampat,2024,65.86
Rejang Lebong,2018,69.4
Rejang Lebong,2019,70.1
Rejang Lebong,2020,70.44
Rejang Lebong,2021,70.77
Rejang Lebong,2022,71.45
Rejang Lebong,2023,72.31
Rejang Lebong,2024,72.92
Rembang,2018,69.46
Rembang,2019,70.15
Rembang,2020,70.02
Rembang,2021,70.43
Rembang,2022,71.0
Rembang,2023,71.89
Rembang,2024,72.53
Rokan Hilir,2018,68.73
Rokan Hilir,2019,69.4
Rokan Hilir,2020,69.15
Rokan Hilir,2021,69.34
Rokan Hilir,2022,70.1
Rokan Hilir,2023,70.78
Rokan Hilir,2024,71.2
Rokan Hulu,2018,69.36
Rokan Hulu,2019,69.93
Rokan Hulu,2020,69.38
Rokan Hulu,2021,69.67
Rokan Hulu,2022,70.31
Rokan Hulu,2023,71.02
Rokan Hulu,2024,71.82
Rote Ndao,2018,61.51
Rote Ndao,2019,62.22
Rote Ndao,2020,62.39
Rote Ndao,2021,62.6
Rote Ndao,2022,63.21
Rote Ndao,2023,64.0
Rote Ndao,2024,64.59
Sabu Raijua,2018,55.79
Sabu Raijua,2019,56.66
Sabu Raijua,2020,57.02
Sabu Raijua,2021,57.03
Sabu Raijua,2022,57.9
Sabu Raijua,2023,58.89
Sabu Raijua,2024,59.58
Sambas,2018,66.61
Sambas,2019,67.02
Sambas,2020,67.03
Sambas,2021,67.1
Sambas,2022,67.95
Sambas,2023,68.69
Sambas,2024,69.31
Samosir,2018,69.99
Samosir,2019,70.55
Samosir,2020,70.63
Samosir,2021,70.83
Samosir,2022,71.67
Samosir,2023,72.08
Samosir,2024,72.88
Sampang,2018,61.0
Sampang,2019,61.94
Sampang,2020,62.7
Sampang,2021,62.8
Sampang,2022,63.39
Sampang,2023,64.13
Sampang,2024,64.65
Sanggau,2018,65.15
Sanggau,2019,65.67
Sanggau,2020,65.77
Sanggau,2021,66.2
Sanggau,2022,66.91
Sanggau,2023,67.77
Sanggau,2024,68.43
Sarmi,2018,63.0
Sarmi,2019,63.45
Sarmi,2020,63.63
Sarmi,2021,63.94
Sarmi,2022,64.86
Sarmi,2023,65.8
Sarmi,2024,66.72
Sarolangun,2018,69.41
Sarolangun,2019,69.72
Sarolangun,2020,69.86
Sarolangun,2021,70.25
Sarolangun,2022,70.89
Sarolangun,2023,71.29
Sarolangun,2024,72.01
Sekadau,2018,63.69
Sekadau,2019,64.34
Sekadau,2020,64.76
Sekadau,2021,64.93
Sekadau,2022,65.58
Sekadau,2023,66.33
Sekadau,2024,67.25
Seluma,2018,65.99
Seluma,2019,66.69
Seluma,2020,66.89
Seluma,2021,67.03
Seluma,2022,67.76
Seluma,2023,68.27
Seluma,2024,68.97
Semarang,2018,73.61
Semarang,2019,74.14
Semarang,2020,74.1
Semarang,2021,74.24
Semarang,2022,74.67
Semarang,2023,75.13
Semarang,2024,75.67
Seram Bagian Barat,2018,65.14
Seram Bagian Barat,2019,65.49
Seram Bagian Barat,2020,65.62
Seram Bagian Barat,2021,65.83
Seram Bagian Barat,2022,66.67
Seram Bagian Barat,2023,67.56
Seram Bagian Barat,2024,68.39
Seram Bagian Timur,2018,62.98
Seram Bagian Timur,2019,63.74
Seram Bagian Timur,2020,64.12
Seram Bagian Timur,2021,64.3
Seram Bagian Timur,2022,65.05
Seram Bagian Timur,2023,65.82
Seram Bagian Timur,2024,66.24
Serang,2018,65.93
Serang,2019,66.38
Serang,2020,66.7
Serang,2021,66.82
Serang,2022,67.75
Serang,2023,68.39
Serang,2024,69.03
Serdang Bedagai,2018,69.69
Serdang Bedagai,2019,70.21
Serdang Bedagai,2020,70.24
Serdang Bedagai,2021,70.56
Serdang Bedagai,2022,71.21
Serdang Bedagai,2023,71.75
Serdang Bedagai,2024,72.47
Seruyan,2018,67.04
Seruyan,2019,67.57
Seruyan,2020,67.58
Seruyan,2021,67.67
Seruyan,2022,68.24
Seruyan,2023,68.68
Seruyan,2024,69.05
Siak,2018,73.73
Siak,2019,74.07
Siak,2020,73.68
Siak,2021,73.98
Siak,2022,74.5
Siak,2023,74.98
Siak,2024,75.45
Siau Tagulandang Biaro,2018,66.75
Siau Tagulandang Biaro,2019,67.48
Siau Tagulandang Biaro,2020,67.64
Siau Tagulandang Biaro,2021,68.05
Siau Tagulandang Biaro,2022,68.94
Siau Tagulandang Biaro,2023,69.57
Siau Tagulandang Biaro,2024,70.31
Sidenreng Rappang,2018,70.6
Sidenreng Rappang,2019,71.05
Sidenreng Rappang,2020,71.21
Sidenreng Rappang,2021,71.54
Sidenreng Rappang,2022,72.06
Sidenreng Rappang,2023,72.71
Sidenreng Rappang,2024,73.21
Sidoarjo,2018,79.5
Sidoarjo,2019,80.05
Sidoarjo,2020,80.29
Sidoarjo,2021,80.65
Sidoarjo,2022,81.02
Sidoarjo,2023,81.55
Sidoarjo,2024,82.31
Sigi,2018,67.66
Sigi,2019,68.16
Sigi,2020,68.12
Sigi,2021,68.49
Sigi,2022,69.05
Sigi,2023,69.93
Sigi,2024,70.51
Sijunjung,2018,66.97
Sijunjung,2019,67.66
Sijunjung,2020,67.74
Sijunjung,2021,67.86
Sijunjung,2022,68.69
Sijunjung,2023,69.65
Sijunjung,2024,70.23
Sikka,2018,63.89
Sikka,2019,64.75
Sikka,2020,65.11
Sikka,2021,65.41
Sikka,2022,66.06
Sikka,2023,66.89
Sikka,2024,67.41
Simalungun,2018,72.49
Simalungun,2019,72.98
Simalungun,2020,73.25
Simalungun,2021,73.4
Simalungun,2022,73.77
Simalungun,2023,74.29
Simalungun,2024,74.97
Simeulue,2018,64.74
Simeulue,2019,65.7
Simeulue,2020,66.03
Simeulue,2021,66.41
Simeulue,2022,67.27
Simeulue,2023,68.06
Simeulue,2024,69.01
Sinjai,2018,66.24
Sinjai,2019,67.05
Sinjai,2020,67.6
Sinjai,2021,67.75
Sinjai,2022,68.33
Sinjai,2023,68.92
Sinjai,2024,69.52
Sintang,2018,66.07
Sintang,2019,66.7
Sintang,2020,66.88
Sintang,2021,66.93
Sintang,2022,67.86
Sintang,2023,68.67
Sintang,2024,69.42
Situbondo,2018,66.42
Situbondo,2019,67.09
Situbondo,2020,67.38
Situbondo,2021,67.78
Situbondo,2022,68.25
Situbondo,2023,69.16
Situbondo,2024,69.75
Sleman,2018,83.42
Sleman,2019,83.85
Sleman,2020,83.84
Sleman,2021,84.0
Sleman,2022,84.31
Sleman,2023,84.77
Sleman,2024,85.61
Solok,2018,68.6
Solok,2019,69.08
Solok,2020,69.08
Solok,2021,69.24
Solok,2022,70.02
Solok,2023,70.63
Solok,2024,71.02
Solok Selatan,2018,68.45
Solok Selatan,2019,68.94
Solok Selatan,2020,69.04
Solok Selatan,2021,69.23
Solok Selatan,2022,69.71
Solok Selatan,2023,70.58
Solok Selatan,2024,71.5
Soppeng,2018,67.6
Soppeng,2019,68.26
Soppeng,2020,68.67
Soppeng,2021,68.99
Soppeng,2022,69.7
Soppeng,2023,70.58
Soppeng,2024,71.39
Sorong,2018,64.32
Sorong,2019,65.29
Sorong,2020,65.74
Sorong,2021,65.77
Sorong,2022,66.69
Sorong,2023,67.49
Sorong,2024,68.29
Sorong Selatan,2018,61.01
Sorong Selatan,2019,61.93
Sorong Selatan,2020,62.42
Sorong Selatan,2021,62.46
Sorong Selatan,2022,63.08
Sorong Selatan,2023,63.94
Sorong Selatan,2024,64.5
Sragen,2018,72.96
Sragen,2019,73.43
Sragen,2020,73.95
Sragen,2021,74.08
Sragen,2022,74.65
Sragen,2023,75.1
Sragen,2024,75.53
Subang,2018,68.31
Subang,2019,68.69
Subang,2020,68.95
Subang,2021,69.13
Subang,2022,69.87
Subang,2023,70.7
Subang,2024,71.36
Sukabumi,2018,66.05
Sukabumi,2019,66.87
Sukabumi,2020,66.88
Sukabumi,2021,67.07
Sukabumi,2022,67.64
Sukabumi,2023,68.49
Sukabumi,2024,68.97
Sukamara,2018,67.52
Sukamara,2019,67.95
Sukamara,2020,68.03
Sukamara,2021,68.27
Sukamara,2022,68.94
Sukamara,2023,69.44
Sukamara,2024,69.85
Sukoharjo,2018,76.07
Sukoharjo,2019,76.84
Sukoharjo,2020,76.98
Sukoharjo,2021,77.13
Sukoharjo,2022,77.94
Sukoharjo,2023,78.65
Sukoharjo,2024,79.3
Sumba Barat,2018,62.91
Sumba Barat,2019,63.56
Sumba Barat,2020,63.53
Sumba Barat,2021,63.83
Sumba Barat,2022,64.43
Sumba Barat,2023,65.22
Sumba Barat,2024,66.06
Sumba Barat Daya,2018,61.89
Sumba Barat Daya,2019,62.6
Sumba Barat Daya,2020,62.28
Sumba Barat Daya,2021,62.29
Sumba Barat Daya,2022,63.15
Sumba Barat Daya,2023,63.74
Sumba Barat Daya,2024,64.27
Sumba Tengah,2018,60.07
Sumba Tengah,2019,61.01
Sumba Tengah,2020,61.53
Sumba Tengah,2021,61.8
Sumba Tengah,2022,62.71
Sumba Tengah,2023,63.48
Sumba Tengah,2024,64.31
Sumba Timur,2018,64.65
Sumba Timur,2019,65.34
Sumba Timur,2020,65.52
Sumba Timur,2021,65.74
Sumba Timur,2022,66.17
Sumba Timur,2023,67.05
Sumba Timur,2024,67.68
Sumbawa,2018,66.77
Sumbawa,2019,67.6
Sumbawa,2020,67.61
Sumbawa,2021,68.01
Sumbawa,2022,68.89
Sumbawa,2023,69.87
Sumbawa,2024,70.55
Sumbawa Barat,2018,70.71
Sumbawa Barat,2019,71.52
Sumbawa Barat,2020,71.63
Sumbawa Barat,2021,71.85
Sumbawa Barat,2022,72.65
Sumbawa Barat,2023,73.17
Sumbawa Barat,2024,73.86
Sumedang,2018,70.99
Sumedang,2019,71.46
Sumedang,2020,71.64
Sumedang,2021,71.8
Sumedang,2022,72.69
Sumedang,2023,73.18
Sumedang,2024,73.73
Sumenep,2018,65.25
Sumenep,2019,66.22
Sumenep,2020,66.43
Sumenep,2021,67.04
Sumenep,2022,67.87
Sumenep,2023,68.61
Sumenep,2024,69.26
Supiori,2018,61.84
Supiori,2019,62.3
Supiori,2020,62.3
Supiori,2021,62.72
Supiori,2022,63.65
Supiori,2023,64.61
Supiori,2024,65.15
Tabalong,2018,71.14
Tabalong,2019,71.78
Tabalong,2020,72.19
Tabalong,2021,72.6
Tabalong,2022,73.13
Tabalong,2023,73.85
Tabalong,2024,74.41
Tabanan,2018,75.45
Tabanan,2019,76.16
Tabanan,2020,76.17
Tabanan,2021,76.45
Tabanan,2022,76.75
Tabanan,2023,77.43
Tabanan,2024,78.42
Takalar,2018,66.07
Takalar,2019,66.94
Takalar,2020,67.31
Takalar,2021,67.72
Takalar,2022,68.31
Takalar,2023,68.9
Takalar,2024,69.47
Tambrauw,2018,51.95
Tambrauw,2019,52.9
Tambrauw,2020,53.45
Tambrauw,2021,53.71
Tambrauw,2022,54.63
Tambrauw,2023,55.55
Tambrauw,2024,56.32
Tana Tidung,2018,67.05
Tana Tidung,2019,67.79
Tana Tidung,2020,66.97
Tana Tidung,2021,67.76
Tana Tidung,2022,68.6
Tana Tidung,2023,69.2
Tana Tidung,2024,70.08
Tana Toraja,2018,67.66
Tana Toraja,2019,68.25
Tana Toraja,2020,68.75
Tana Toraja,2021,69.49
Tana Toraja,2022,69.88
Tana Toraja,2023,70.73
Tana Toraja,2024,71.67
Tanah Bumbu,2018,70.05
Tanah Bumbu,2019,70.5
Tanah Bumbu,2020,70.71
Tanah Bumbu,2021,71.0
Tanah Bumbu,2022,71.79
Tanah Bumbu,2023,72.31
Tanah Bumbu,2024,72.95
Tanah Datar,2018,71.25
Tanah Datar,2019,72.14
Tanah Datar,2020,72.33
Tanah Datar,2021,72.46
Tanah Datar,2022,73.29
Tanah Datar,2023,73.98
Tanah Datar,2024,74.9
Tanah Laut,2018,68.49
Tanah Laut,2019,69.04
Tanah Laut,2020,69.38
Tanah Laut,2021,69.87
Tanah Laut,2022,70.35
Tanah Laut,2023,70.98
Tanah Laut,2024,71.43
Tangerang,2018,71.59
Tangerang,2019,71.93
Tangerang,2020,71.92
Tangerang,2021,72.29
Tangerang,2022,72.97
Tangerang,2023,73.43
Tangerang,2024,74.09
Tanggamus,2018,65.67
Tanggamus,2019,66.37
Tanggamus,2020,66.42
Tanggamus,2021,66.65
Tanggamus,2022,67.22
Tanggamus,2023,67.86
Tanggamus,2024,68.52
Tanjung Jabung Barat,2018,67.13
Tanjung Jabung Barat,2019,67.54
Tanjung Jabung Barat,2020,67.54
Tanjung Jabung Barat,2021,68.16
Tanjung Jabung Barat,2022,68.79
Tanjung Jabung Barat,2023,69.35
Tanjung Jabung Barat,2024,69.93
Tanjung Jabung Timur,2018,63.32
Tanjung Jabung Timur,2019,63.92
Tanjung Jabung Timur,2020,64.43
Tanjung Jabung Timur,2021,64.91
Tanjung Jabung Timur,2022,65.77
Tanjung Jabung Timur,2023,66.65
Tanjung Jabung Timur,2024,67.54
Tapanuli Selatan,2018,69.1
Tapanuli Selatan,2019,69.75
Tapanuli Selatan,2020,70.12
Tapanuli Selatan,2021,70.33
Tapanuli Selatan,2022,70.92
Tapanuli Selatan,2023,71.55
Tapanuli Selatan,2024,72.14
Tapanuli Tengah,2018,68.27
Tapanuli Tengah,2019,68.86
Tapanuli Tengah,2020,69.23
Tapanuli Tengah,2021,69.61
Tapanuli Tengah,2022,70.31
Tapanuli Tengah,2023,70.91
Tapanuli Tengah,2024,71.52
Tapanuli Utara,2018,72.91
Tapanuli Utara,2019,73.33
Tapanuli Utara,2020,73.47
Tapanuli Utara,2021,73.76
Tapanuli Utara,2022,74.14
Tapanuli Utara,2023,74.65
Tapanuli Utara,2024,75.23
Tapin,2018,69.53
Tapin,2019,70.13
Tapin,2020,70.11
Tapin,2021,70.31
Tapin,2022,71.02
Tapin,2023,72.0
Tapin,2024,72.51
Tasikmalaya,2018,65.0
Tasikmalaya,2019,65.64
Tasikmalaya,2020,65.67
Tasikmalaya,2021,65.9
Tasikmalaya,2022,66.84
Tasikmalaya,2023,67.76
Tasikmalaya,2024,68.36
Tebo,2018,68.67
Tebo,2019,69.02
Tebo,2020,69.14
Tebo,2021,69.35
Tebo,2022,69.78
Tebo,2023,70.63
Tebo,2024,71.32
Tegal,2018,67.33
Tegal,2019,68.24
Tegal,2020,68.39
Tegal,2021,68.79
Tegal,2022,69.53
Tegal,2023,70.23
Tegal,2024,70.77
Teluk Bintuni,2018,63.13
Teluk Bintuni,2019,64.0
Teluk Bintuni,2020,64.55
Teluk Bintuni,2021,64.65
Teluk Bintuni,2022,65.27
Teluk Bintuni,2023,66.0
Teluk Bintuni,2024,66.75
Teluk Wondama,2018,58.86
Teluk Wondama,2019,59.82
Teluk Wondama,2020,60.21
Teluk Wondama,2021,60.33
Teluk Wondama,2022,60.87
Teluk Wondama,2023,61.67
Teluk Wondama,2024,62.36
Temanggung,2018,68.83
Temanggung,2019,69.56
Temanggung,2020,69.57
Temanggung,2021,69.88
Temanggung,2022,70.77
Temanggung,2023,71.33
Temanggung,2024,71.87
Timor Tengah Selatan,2018,61.58
Timor Tengah Selatan,2019,62.23
Timor Tengah Selatan,2020,62.15
Timor Tengah Selatan,2021,62.16
Timor Tengah Selatan,2022,62.73
Timor Tengah Selatan,2023,63.58
Timor Tengah Selatan,2024,64.36
Timor Tengah Utara,2018,62.65
Timor Tengah Utara,2019,63.34
Timor Tengah Utara,2020,63.53
Timor Tengah Utara,2021,63.69
Timor Tengah Utara,2022,64.26
Timor Tengah Utara,2023,65.16
Timor Tengah Utara,2024,65.83
Toba Samosir / Toba,2018,74.48
Toba Samosir / Toba,2019,74.92
Toba Samosir / Toba,2020,75.16
Toba Samosir / Toba,2021,75.39
Toba Samosir / Toba,2022,75.96
Toba Samosir / Toba,2023,76.38
Toba Samosir / Toba,2024,76.91
Tojo Una-Una,2018,63.38
Tojo Una-Una,2019,64.52
Tojo Una-Una,2020,64.59
Tojo Una-Una,2021,64.74
Tojo Una-Una,2022,65.54
Tojo Una-Una,2023,66.39
Tojo Una-Una,2024,66.97
Toli-Toli,2018,64.6
Toli-Toli,2019,65.42
Toli-Toli,2020,65.69
Toli-Toli,2021,66.3
Toli-Toli,2022,66.76
Toli-Toli,2023,67.66
Toli-Toli,2024,68.37
Tolikara,2018,48.85
Tolikara,2019,49.68
Tolikara,2020,49.5
Tolikara,2021,49.6
Tolikara,2022,50.51
Tolikara,2023,51.48
Tolikara,2024,52.05
Toraja Utara,2018,68.49
Toraja Utara,2019,69.23
Toraja Utara,2020,69.33
Toraja Utara,2021,69.75
Toraja Utara,2022,70.36
Toraja Utara,2023,71.23
Toraja Utara,2024,71.85
Trenggalek,2018,68.71
Trenggalek,2019,69.46
Trenggalek,2020,69.74
Trenggalek,2021,70.06
Trenggalek,2022,71.0
Trenggalek,2023,71.73
Trenggalek,2024,72.24
Tuban,2018,67.43
Tuban,2019,68.37
Tuban,2020,68.4
Tuban,2021,68.91
Tuban,2022,69.67
Tuban,2023,70.34
Tuban,2024,71.23
Tulang Bawang Barat,2018,65.3
Tulang Bawang Barat,2019,65.93
Tulang Bawang Barat,2020,65.97
Tulang Bawang Barat,2021,66.22
Tulang Bawang Barat,2022,67.13
Tulang Bawang Barat,2023,67.81
Tulang Bawang Barat,2024,68.46
Tulangbawang,2018,67.7
Tulangbawang,2019,68.23
Tulangbawang,2020,68.52
Tulangbawang,2021,68.73
Tulangbawang,2022,69.53
Tulangbawang,2023,70.02
Tulangbawang,2024,70.66
Tulungagung,2018,71.99
Tulungagung,2019,72.62
Tulungagung,2020,73.0
Tulungagung,2021,73.15
Tulungagung,2022,74.06
Tulungagung,2023,74.61
Tulungagung,2024,75.09
Wajo,2018,68.57
Wajo,2019,69.05
Wajo,2020,69.15
Wajo,2021,69.62
Wajo,2022,70.26
Wajo,2023,71.1
Wajo,2024,71.52
Wakatobi,2018,68.52
Wakatobi,2019,68.99
Wakatobi,2020,69.48
Wakatobi,2021,69.87
Wakatobi,2022,70.85
Wakatobi,2023,71.43
Wakatobi,2024,72.02
Waropen,2018,64.8
Waropen,2019,65.34
Waropen,2020,64.94
Waropen,2021,65.1
Waropen,2022,65.67
Waropen,2023,66.46
Waropen,2024,66.92
Way Kanan,2018,66.63
Way Kanan,2019,67.19
Way Kanan,2020,67.44
Way Kanan,2021,67.57
Way Kanan,2022,68.04
Way Kanan,2023,68.63
Way Kanan,2024,69.31
Wonogiri,2018,69.37
Wonogiri,2019,69.98
Wonogiri,2020,70.25
Wonogiri,2021,70.49
Wonogiri,2022,71.04
Wonogiri,2023,71.97
Wonogiri,2024,72.55
Wonosobo,2018,67.81
Wonosobo,2019,68.27
Wonosobo,2020,68.22
Wonosobo,2021,68.43
Wonosobo,2022,68.89
Wonosobo,2023,69.37
Wonosobo,2024,69.82
Yahukimo,2018,48.51
Yahukimo,2019,49.25
Yahukimo,2020,49.37
Yahukimo,2021,49.48
Yahukimo,2022,50.25
Yahukimo,2023,51.19
Yahukimo,2024,51.98
Yalimo,2018,47.13
Yalimo,2019,48.08
Yalimo,2020,48.34
Yalimo,2021,49.01
Yalimo,2022,49.9
Yalimo,2023,50.87
Yalimo,2024,51.85
