Kabupaten/Kota,Tahun,Pengeluaran Perkapita Daging
Tuban,2019,4232.77
Tuban,2020,3812.75
Tuban,2021,5187.26
Tuban,2022,7333.75
Tuban,2023,7927.63
Tuban,2024,7533.0
Tulang Bawang Barat,2018,2980.14
Tulang Bawang Barat,2019,2391.83
Tulang Bawang Barat,2020,2613.97
Tulang Bawang Barat,2021,3213.76
Tulang Bawang Barat,2022,4108.07
Tulang Bawang Barat,2023,3671.0
Tulang Bawang Barat,2024,4450.0
Tulangbawang,2018,4181.99
Tulangbawang,2019,4161.12
Tulangbawang,2020,3523.72
Tulangbawang,2021,3362.29
Tulangbawang,2022,4724.72
Tulangbawang,2023,4775.32
Tulangbawang,2024,5363.0
Tulungagung,2018,3142.79
Tulungagung,2019,3389.81
Tulungagung,2020,4125.78
Tulungagung,2021,5408.23
Tulungagung,2022,9456.21
Tulungagung,2023,6063.11
Tulungagung,2024,5186.0
Wajo,2018,1804.96
Wajo,2019,2433.25
Wajo,2020,1978.98
Wajo,2021,2457.49
Wajo,2022,3079.56
Wajo,2023,3134.15
Wajo,2024,2395.0
Wakatobi,2018,455.64
Wakatobi,2019,2254.05
Wakatobi,2020,4542.24
Wakatobi,2021,2480.37
Wakatobi,2022,2566.27
Wakatobi,2023,2547.13
Wakatobi,2024,1916.0
Waropen,2018,14256.75
Waropen,2019,8141.7
Waropen,2020,15260.04
Waropen,2021,9495.15
Waropen,2022,5017.08
Waropen,2023,7537.55
Waropen,2024,28480.0
Way Kanan,2018,2907.34
Way Kanan,2019,4309.84
Way Kanan,2020,4011.2
Way Kanan,2021,4261.32
Way Kanan,2022,5340.38
Way Kanan,2023,5716.17
Way Kanan,2024,5760.0
Wonogiri,2018,4567.5
Wonogiri,2019,3907.71
Wonogiri,2020,4242.19
Wonogiri,2021,5590.65
Wonogiri,2022,7101.06
Wonogiri,2023,6589.18
Wonogiri,2024,6496.0
Wonosobo,2018,3775.34
Wonosobo,2019,3739.17
Wonosobo,2020,3896.64
Wonosobo,2021,5006.11
Wonosobo,2022,6456.73
Wonosobo,2023,5862.89
Wonosobo,2024,5528.0
Yahukimo,2018,6103.87
Yahukimo,2019,16133.66
Yahukimo,2020,21957.85
Yahukimo,2021,17471.2
Yahukimo,2022,27932.89
Yahukimo,2023,37735.92
Yahukimo,2024,7501.0
Yalimo,2018,10862.67
Yalimo,2019,17418.9
Yalimo,2020,21240.07
Yalimo,2021,38480.66
Yalimo,2022,33631.84
Yalimo,2023,45926.78
Yalimo,2024,19211.0
