Kabupaten/Kota,Tahun,Garis Kemiskinan,Indeks Pembangunan Manusia,Jumlah Penduduk Miskin,Indeks Kedalaman Kemiskinan,Indeks Keparahan Kemiskinan,Pengeluaran Perkapita Bahan Makanan Lainnya,Pengeluaran Perkapita Bahan Minuman,Pengeluaran Perkapita Buah-Buahan,Pengeluaran Perkapita Daging,Pengeluaran Perkapita Kacang-Kacangan,Pengeluaran Perkapita Bahan Minyak dan Kelapa,Pengeluaran Perkapita Padi-Padian,Pengeluaran Perkapita Rokok dan Tembakau,Pengeluaran Perkapita Telur dan Susu,Pengeluaran Perkapita Umbi-Umbian,Persentase Penduduk Miskin,Prevalensi Konsumsi Pangan Tidak Cukup,Rata-rata Lama Sekolah_Laki-laki,Rata-rata Lama Sekolah_Perempuan,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Rasio Tenaga Kesehatan,Angka Harapan Hidup,Stunting (%),Kelompok IKP
Purbalingga,2023,439208.0,70.24,143.41,2.52,0.58,2443.82,5441.9,5584.07,4560.63,4079.83,4531.34,16576.16,17253.12,7171.31,1132.07,14.99,10.08,7.58,7.11,1.04,15.3,25.35,0.0,29.9,0.51,73.28,20.0,6
Purbalingga,2024,460870.0,70.69,136.72,2.1,0.5,2325.0,4939.0,8349.0,4924.0,4329.0,3592.0,18707.0,17395.0,6546.0,1152.0,14.18,8.63,7.59,7.13,0.98,14.99,29.6,0.12,28.37,0.3,73.37,26.0,6
Purwakarta,2018,352061.0,69.98,75.94,0.87,0.16,3012.43,3609.0,7416.0,6301.95,2945.97,2582.83,15665.21,17368.73,8032.09,1101.88,7.99,4.21,8.42,7.47,0.92,9.06,40.66,0.0,47.14,0.55,70.42,30.8,5
Purwakarta,2019,367273.0,70.67,71.86,1.24,0.28,3176.79,4526.89,6820.0,6427.32,2984.48,2900.17,14268.77,20819.94,9045.69,954.49,7.48,3.73,8.59,7.64,0.84,7.99,28.81,0.0,37.84,0.56,70.61,41.01,6
Purwakarta,2020,378287.0,70.82,80.17,1.04,0.2,3180.97,4150.78,6602.0,6447.63,2596.12,2546.28,13811.04,19051.35,7504.0,996.96,8.27,4.08,8.76,7.65,1.09,7.48,30.66,0.0,31.88,0.75,70.8,23.42,6
Purwakarta,2021,387754.0,70.98,84.27,1.31,0.3,3913.17,5003.8,7497.0,7727.57,3325.24,3468.13,13885.2,27906.01,8409.61,1396.12,8.83,3.45,8.77,7.66,1.0,8.27,25.46,0.0,32.4,0.34,70.99,0.0,6
Purwakarta,2022,403663.0,71.56,83.44,1.19,0.25,3503.67,4709.61,6841.11,8032.53,3290.56,4363.69,14418.37,28439.17,7871.11,1353.44,8.7,6.72,8.78,7.68,1.03,8.83,24.92,0.0,34.91,0.28,71.18,20.6,6
Purwakarta,2023,434187.0,72.09,81.54,1.48,0.36,4626.57,5571.03,8211.29,8858.22,3726.87,4500.06,20436.5,31131.87,8674.63,1663.87,8.46,5.07,8.8,7.69,0.95,8.7,34.45,0.0,28.42,0.5,71.47,14.2,6
Purwakarta,2024,467948.0,72.65,81.44,1.37,0.35,3696.0,5029.0,9513.0,7250.0,4107.0,3405.0,22350.0,26462.0,8928.0,1295.0,8.41,5.84,8.81,7.7,0.94,8.46,35.21,0.0,29.17,0.3,71.74,24.0,6
Purworejo,2018,335995.0,71.87,83.55,1.67,0.36,1774.22,3894.86,6638.0,3208.82,2952.34,2633.78,11325.79,9500.21,6053.42,611.26,11.67,15.75,8.43,7.34,0.51,13.81,29.85,0.09,51.99,0.55,74.26,25.8,6
Purworejo,2019,345458.0,72.5,82.17,0.84,0.1,1677.88,3623.4,5839.0,3064.74,2717.62,2401.57,11718.22,11841.37,5923.9,649.98,11.45,17.6,8.64,7.49,0.42,11.67,31.48,0.56,31.26,0.57,74.4,23.33,6
Purworejo,2020,364289.0,72.68,84.79,0.98,0.12,1715.83,4668.03,5929.0,3977.78,3040.89,2828.9,12035.58,11683.93,7206.1,756.34,11.78,16.51,8.85,7.7,0.43,11.45,23.59,0.0,36.89,0.58,74.52,0.0,6
Purworejo,2021,376127.0,72.98,88.8,1.36,0.28,1937.11,4572.55,5866.0,4719.55,3297.49,3319.64,12038.32,11586.29,7847.39,957.26,12.4,15.87,8.86,7.89,0.46,11.78,31.85,0.0,28.11,0.57,74.72,0.0,6
Purworejo,2022,393731.0,73.6,82.64,1.31,0.24,1870.79,4072.47,6023.49,5073.66,3169.47,3848.83,11729.51,12569.0,6487.18,960.69,11.53,16.57,8.87,8.0,0.5,12.4,27.88,0.08,22.56,0.49,74.87,15.7,6
Purworejo,2023,427622.0,74.28,81.28,1.78,0.43,2034.12,4363.06,6405.61,5715.85,3334.8,3458.92,13223.98,12553.76,7269.12,935.62,11.33,14.71,9.02,8.01,0.51,11.53,24.16,0.03,27.94,0.55,75.03,28.5,6
Purworejo,2024,459253.0,75.11,78.02,1.08,0.18,2283.0,4897.0,8384.0,6010.0,3847.0,3823.0,17541.0,15066.0,7718.0,962.0,10.87,11.51,9.23,8.11,0.48,11.33,20.55,0.0,23.1,0.49,75.21,20.6,6
Raja Ampat,2018,326050.0,62.84,8.5,2.7,0.71,2004.21,6925.21,9197.0,4432.35,1411.09,4284.17,16981.06,19204.38,9214.86,2149.39,17.8,18.56,9.05,7.1,3.19,20.0,20.22,11.1,42.63,24.26,64.26,36.9,3
Raja Ampat,2019,347203.0,63.66,8.3,2.61,0.67,2580.33,5730.56,10376.0,4014.68,1574.92,4229.95,15419.62,30411.16,6726.68,3720.84,17.16,16.41,9.24,7.22,5.0,17.8,38.48,13.14,36.93,39.13,64.42,27.55,2
Raja Ampat,2020,374488.0,63.89,8.32,3.06,0.81,2680.85,6782.11,15214.0,2951.04,1472.47,4591.91,20716.91,27307.52,6550.58,3598.21,17.01,22.32,9.34,7.4,3.8,17.16,27.29,11.3,36.05,24.86,64.7,32.25,3
Raja Ampat,2021,388021.0,63.92,8.69,2.82,0.75,2176.49,7419.14,4779.0,2946.02,1184.14,5613.0,20252.46,29101.5,5956.75,6183.99,17.5,29.44,9.35,7.68,5.0,17.01,39.31,8.9,44.27,24.57,64.74,0.0,2
Raja Ampat,2022,464797.0,64.65,8.69,3.07,0.81,2602.35,7374.88,5263.91,2750.02,781.11,5708.07,20706.25,37603.33,5512.31,4196.23,17.32,29.02,9.36,7.84,4.89,17.5,24.92,12.32,45.86,17.17,64.83,31.1,2
Raja Ampat,2023,557107.0,65.26,8.51,2.53,0.62,2379.34,8115.49,6292.74,2797.72,666.13,7260.69,21882.46,34028.41,5421.88,4311.22,16.76,33.62,9.38,7.99,5.0,17.32,32.47,4.18,56.28,0.09,65.12,19.5,2
Raja Ampat,2024,629473.0,65.86,8.13,3.1,0.87,2802.0,6899.0,10993.0,5462.0,1219.0,5234.0,22589.0,33316.0,6388.0,4205.0,15.83,21.95,9.39,8.21,3.64,16.76,22.53,5.98,49.35,9.53,65.41,30.9,3
Rejang Lebong,2018,434643.0,69.4,42.13,2.01,0.44,2118.52,4572.72,5266.0,3330.46,2476.54,3032.0,18006.51,16271.42,5205.77,1022.17,16.23,12.78,8.38,7.74,0.51,16.97,39.91,4.7,64.71,2.16,67.65,29.0,5
Rejang Lebong,2019,449999.0,70.1,41.57,1.47,0.28,1871.69,3808.7,4754.0,3786.19,2360.6,2837.81,16162.45,17680.64,5489.46,1240.9,15.95,10.27,8.55,7.98,0.89,16.23,28.96,5.13,59.64,1.79,67.95,26.01,5
Rejang Lebong,2020,472555.0,70.44,41.47,1.79,0.35,2398.87,4415.93,5591.0,3950.28,2265.11,2859.27,17923.49,17036.17,5242.12,1057.43,15.85,11.62,8.62,7.99,1.05,15.95,28.07,1.58,62.78,1.62,68.37,0.0,5
Rejang Lebong,2021,487490.0,70.77,43.3,2.04,0.4,2787.38,4292.55,5481.0,5064.81,2598.44,3406.38,18896.78,19194.97,5701.78,1365.57,15.85,11.27,8.66,8.11,1.37,15.85,25.95,1.84,65.67,1.46,68.57,0.0,4
Rejang Lebong,2022,530029.0,71.45,43.18,2.76,0.67,3150.31,4298.34,5722.5,5201.23,2864.02,5036.31,19138.43,18396.83,6003.89,1214.1,15.65,16.55,8.8,8.39,1.72,15.85,24.14,0.73,61.38,1.31,68.75,26.0,4
Rejang Lebong,2023,566433.0,72.31,41.18,2.81,0.79,3743.2,4799.99,6506.75,6368.61,3300.17,4832.02,21384.12,21593.36,8413.05,1586.84,14.79,11.66,8.98,8.68,1.13,15.65,23.55,1.1,58.18,1.27,69.0,17.8,5
Rejang Lebong,2024,595125.0,72.92,41.16,1.99,0.38,3345.0,5322.0,9415.0,6301.0,2776.0,4453.0,23042.0,23385.0,6154.0,1399.0,14.65,12.54,8.99,8.69,0.99,14.79,28.28,0.8,55.84,1.16,69.22,28.6,5
Rembang,2018,365443.0,69.46,97.44,2.86,0.78,2031.07,2800.43,6089.0,2476.34,3044.71,3374.53,12704.34,15617.56,4506.44,263.98,15.41,11.86,7.53,6.41,0.6,18.35,44.27,0.0,27.1,0.91,74.32,32.3,6
Rembang,2019,384561.0,70.15,95.26,2.32,0.48,1710.46,3051.88,5649.0,3124.35,2755.61,3250.73,12743.94,16163.83,4196.71,361.14,14.95,13.28,7.71,6.61,0.38,15.41,26.13,0.0,17.16,0.72,74.39,25.73,6
Rembang,2020,403932.0,70.02,100.08,2.44,0.53,1859.59,3189.72,5422.0,2810.95,2750.81,3122.18,14798.07,16520.05,4497.54,393.31,15.6,13.98,7.72,6.68,0.46,14.95,28.95,0.04,15.94,0.66,74.43,0.0,6
Rembang,2021,414977.0,70.43,101.4,2.77,0.68,2768.98,3380.62,5607.0,3966.82,3238.66,3869.31,14202.21,20099.05,4384.43,609.82,15.8,12.89,7.86,6.82,0.45,15.6,33.44,0.0,14.34,0.55,74.55,0.0,6
Rembang,2022,441482.0,71.0,94.56,2.41,0.59,2755.86,3961.87,6539.85,5353.0,3541.7,5450.87,14347.97,22954.57,5621.46,610.22,14.65,11.22,7.88,6.94,0.36,15.8,30.0,0.0,11.18,0.49,74.61,18.7,6
Rembang,2023,477514.0,71.89,91.97,2.52,0.73,2251.69,3534.05,7199.52,5095.74,3810.87,4344.6,15398.74,22360.59,5083.59,557.51,14.17,10.15,8.19,7.24,0.42,14.65,37.79,0.0,13.18,0.11,74.68,21.1,6
Rembang,2024,518607.0,72.53,91.45,2.76,0.84,2684.0,4138.0,8403.0,6093.0,4248.0,4246.0,21846.0,24406.0,6006.0,562.0,14.02,9.17,8.2,7.3,0.41,14.17,31.67,0.0,7.08,0.51,74.77,19.5,6
Rokan Hilir,2018,371067.0,68.73,48.92,0.89,0.18,1993.23,4120.2,5111.0,4846.06,1831.27,4414.34,16562.01,17848.77,7183.46,1557.79,7.06,9.94,8.44,7.87,3.73,7.88,40.99,1.06,33.31,5.85,69.66,35.9,4
Rokan Hilir,2019,388701.0,69.4,49.8,0.86,0.19,1626.7,3975.7,5128.0,5000.25,1977.07,4044.32,16503.28,18611.94,6413.71,1566.21,7.01,8.6,8.62,7.88,1.73,7.06,31.11,3.18,42.79,4.95,69.87,38.08,5
Rokan Hilir,2020,418473.0,69.15,48.85,1.1,0.3,1808.11,5095.75,5958.0,5073.5,2051.17,4843.75,17030.97,21912.83,7170.15,1776.63,6.72,8.24,8.63,7.89,2.87,7.01,25.8,2.09,38.9,5.24,70.17,28.87,4
Rokan Hilir,2021,437398.0,69.34,51.97,0.79,0.18,1880.55,4727.61,5126.0,5792.55,2435.54,5223.39,17723.68,22355.65,6902.4,1979.42,7.18,10.19,8.67,7.9,2.72,6.72,28.47,1.68,36.27,4.83,70.3,0.0,4
Rokan Hilir,2022,465614.0,70.1,49.59,1.34,0.36,2163.42,4935.98,7481.72,7774.09,2359.5,7029.19,17533.34,24027.29,7881.42,2262.38,6.73,15.93,8.68,7.92,2.87,7.18,26.06,1.8,36.06,4.24,70.39,29.7,4
Rokan Hilir,2023,511610.0,70.78,53.04,1.22,0.29,2357.66,4596.6,5909.76,6392.08,2321.63,5298.6,18791.05,24723.47,8110.65,1875.18,7.07,12.62,8.87,8.21,3.21,6.73,25.23,0.13,36.14,2.47,70.69,19.4,4
Rokan Hilir,2024,545799.0,71.2,53.49,0.85,0.19,2334.0,4987.0,7162.0,6299.0,2213.0,5552.0,22182.0,27687.0,7516.0,2026.0,7.01,10.47,8.88,8.3,3.06,7.07,19.09,0.13,37.28,3.59,70.99,16.6,5
Rokan Hulu,2018,467343.0,69.36,72.28,1.88,0.53,2139.01,4117.52,5488.0,6022.53,2280.16,4955.21,19516.24,22208.4,7703.49,1672.69,10.95,8.59,8.73,8.06,3.65,10.91,34.61,2.52,44.13,6.53,69.31,37.2,3
Rokan Hulu,2019,488401.0,69.93,72.21,1.87,0.55,1961.98,3614.33,5835.0,6343.65,2047.98,4675.27,19311.99,21511.97,7349.91,1550.85,10.53,6.98,8.74,8.1,5.0,10.95,25.82,1.58,23.61,6.56,69.55,27.25,3
Rokan Hulu,2020,532643.0,69.38,73.35,2.04,0.57,2217.83,4594.54,6332.0,5503.06,2179.34,4863.83,20068.67,20880.07,7723.27,1778.89,10.31,9.64,8.75,8.11,5.0,10.53,28.41,2.0,33.41,7.02,69.89,24.37,3
Rokan Hulu,2021,551351.0,69.67,74.73,1.51,0.36,2207.71,4579.33,5843.0,6726.47,2451.42,5730.51,20152.16,24224.88,7615.68,1737.72,10.4,9.78,8.76,8.4,4.94,10.31,23.19,0.59,25.19,6.56,70.06,0.0,3
Rokan Hulu,2022,585225.0,70.31,73.81,1.51,0.34,2258.22,4302.31,6632.81,8293.71,2484.26,7843.06,20635.04,26623.12,6604.17,1967.48,9.95,14.58,8.78,8.41,5.0,10.4,25.71,1.18,22.16,4.42,70.18,25.8,3
Rokan Hulu,2023,647599.0,71.02,74.38,1.54,0.38,2309.22,4221.31,7114.8,7553.28,2454.47,5681.28,23807.03,31645.48,7876.04,2074.45,9.72,9.32,8.93,8.68,5.0,9.95,28.46,0.28,19.7,5.32,70.51,24.8,3
Rokan Hulu,2024,699018.0,71.82,75.89,0.96,0.18,2513.0,4740.0,9723.0,7842.0,2700.0,6712.0,27386.0,41371.0,8145.0,2305.0,9.62,9.27,9.11,8.76,5.0,9.72,23.88,0.64,15.7,4.42,70.84,15.9,3
Rote Ndao,2018,287867.0,61.51,46.13,4.73,1.13,1097.3,5744.41,1317.0,4212.32,1139.14,2683.49,23910.98,6048.26,2744.46,324.84,28.08,17.4,7.53,7.05,0.57,28.81,61.76,10.08,49.09,2.8,63.41,46.7,4
Rote Ndao,2019,305166.0,62.22,47.66,5.08,1.33,1108.58,5018.41,1167.0,4854.49,1273.62,2657.24,22934.08,6641.56,2576.34,147.18,27.95,20.65,7.66,7.06,0.58,28.08,37.4,13.15,21.41,2.72,63.8,44.04,5
Rote Ndao,2020,322619.0,62.39,48.77,5.36,1.35,1025.26,5788.62,1374.0,6101.24,1199.88,2462.17,24024.78,7678.98,5242.68,155.16,27.54,16.95,7.96,7.43,0.69,27.95,48.43,13.69,16.75,3.01,64.34,51.59,5
Rote Ndao,2021,341135.0,62.6,51.71,5.82,1.67,1280.99,6309.45,1424.0,5566.17,1767.71,2981.01,25596.66,8960.38,4594.71,394.2,28.08,16.2,8.24,7.44,0.88,27.54,51.74,6.74,18.52,2.53,64.6,0.0,4
Rote Ndao,2022,372179.0,63.21,52.43,5.31,1.47,1189.18,4799.68,1205.65,2717.27,784.1,3014.79,18484.17,9367.55,3395.54,137.38,27.45,24.11,8.25,7.68,0.83,28.08,40.31,2.47,20.85,2.06,64.88,40.1,5
Rote Ndao,2023,410491.0,64.0,53.55,4.97,1.24,1002.75,4926.98,1890.55,7794.62,1109.08,3491.85,24680.12,8381.99,3254.19,239.08,27.05,18.56,8.31,7.69,0.78,27.45,23.08,2.0,33.12,2.66,65.26,30.7,5
Rote Ndao,2024,426843.0,64.59,52.89,5.23,1.41,1245.0,5022.0,1395.0,6677.0,1519.0,3632.0,34174.0,9886.0,3717.0,220.0,25.78,13.81,8.32,7.7,0.77,27.05,23.89,1.36,26.04,1.62,65.6,39.8,5
Sabu Raijua,2018,368187.0,55.79,28.88,6.6,1.85,1456.51,6080.42,1077.0,9629.99,3034.99,2400.08,24022.14,6156.89,3579.54,512.51,30.83,15.06,5.8,6.22,3.35,31.07,77.18,36.99,50.03,1.38,59.0,50.0,1
Sabu Raijua,2019,374256.0,56.66,29.49,6.2,1.78,1381.94,6000.1,1479.0,10793.22,3976.16,2730.24,27186.83,7301.36,4606.94,246.09,30.52,11.78,6.06,6.51,2.23,30.83,69.03,20.27,42.47,1.39,59.53,46.5,2
Sabu Raijua,2020,403846.0,57.02,30.14,5.88,1.57,1423.93,6685.09,1377.0,10364.28,4614.49,3059.13,26304.71,8045.0,5053.97,574.0,30.18,11.43,6.34,6.84,2.96,30.52,72.3,28.69,57.28,1.2,60.23,46.66,2
Sabu Raijua,2021,438492.0,57.03,30.6,8.12,2.94,1120.6,7570.99,1681.0,22481.27,5362.56,3278.59,29052.25,13005.09,5039.99,360.46,30.13,9.23,6.62,6.85,2.25,30.18,58.23,5.76,45.18,1.15,60.64,0.0,2
Sabu Raijua,2022,480844.0,57.9,30.0,4.61,1.26,1717.68,5989.55,2176.1,9496.79,3781.66,4065.64,33888.29,13096.22,5903.53,581.72,28.73,10.15,6.77,6.96,1.36,30.13,59.12,6.08,57.59,1.0,60.66,33.9,3
Sabu Raijua,2023,526831.0,58.89,30.43,5.16,1.6,1660.94,6777.22,3196.39,10898.73,4412.58,3964.28,31328.75,12653.91,7977.04,519.45,28.37,10.63,7.08,6.97,1.6,28.73,40.52,6.31,49.69,9.36,60.87,24.7,3
Sabu Raijua,2024,549947.0,59.58,30.98,5.52,1.67,1979.0,7276.0,3367.0,17451.0,3284.0,3749.0,33019.0,15377.0,6444.0,338.0,28.13,11.05,7.09,6.98,1.74,28.37,44.8,5.35,53.35,0.92,61.06,36.9,3
Sambas,2018,407346.0,66.61,45.48,1.02,0.21,2444.06,5039.38,2845.0,4570.13,1649.92,3041.95,15805.28,11442.17,7274.09,723.68,8.55,20.36,7.33,6.07,0.53,8.59,32.9,0.66,48.85,4.9,68.17,37.1,6
Sambas,2019,427240.0,67.02,43.84,1.28,0.27,2312.63,4927.24,4151.0,5341.45,1747.05,2889.28,15824.54,11969.32,7693.61,522.25,8.19,21.21,7.34,6.09,0.72,8.55,29.54,1.85,91.08,5.01,68.5,38.95,5
Sambas,2020,438062.0,67.03,41.41,0.83,0.16,2444.51,4785.24,4559.0,4467.39,1742.95,3180.45,16252.97,14255.61,7282.61,692.37,7.7,21.27,7.35,6.1,0.55,8.19,27.98,0.37,89.46,5.53,68.83,39.45,5
Sambas,2021,451173.0,67.1,41.49,0.76,0.14,2200.47,4796.4,3439.0,3858.98,1819.31,3242.53,16899.66,14234.33,7261.64,960.59,7.66,21.96,7.36,6.11,0.72,7.7,29.13,0.17,91.34,5.25,68.93,0.0,5
Sambas,2022,472079.0,67.95,37.65,0.85,0.16,2361.08,4569.24,4779.24,3671.37,1539.43,3590.54,14393.21,14596.87,6300.06,716.3,6.92,18.48,7.38,6.13,0.72,7.66,19.95,0.25,90.9,4.67,69.08,32.6,5
Sambas,2023,498209.0,68.69,38.71,1.1,0.26,3003.84,5188.71,4745.13,5082.89,2031.97,3322.87,16557.76,17511.0,7230.65,802.45,7.08,16.85,7.39,6.14,0.66,6.92,40.43,0.0,92.7,0.28,69.39,22.1,5
Sambas,2024,528017.0,69.31,35.87,0.85,0.19,2560.0,5466.0,7340.0,5211.0,1717.0,3159.0,21667.0,16190.0,6555.0,851.0,6.53,12.78,7.4,6.15,0.64,7.08,28.22,0.19,92.51,3.67,69.76,30.8,5
Samosir,2018,299640.0,69.99,16.81,1.7,0.35,1152.36,5081.3,4945.0,5633.06,1557.64,3303.44,22444.36,19008.92,5978.58,1336.48,13.38,5.16,9.76,8.44,0.7,14.72,59.1,1.15,51.0,4.22,70.68,33.1,5
Samosir,2019,315825.0,70.55,15.79,1.63,0.34,1031.22,4999.95,5500.0,6344.77,1463.84,3117.69,22054.37,20435.68,7058.12,1374.08,12.52,4.81,9.77,8.46,0.54,13.38,61.97,0.68,59.01,4.24,70.87,24.37,5
Samosir,2020,341843.0,70.63,15.8,1.84,0.46,1250.12,5028.75,7674.0,6273.84,1859.46,3276.07,22629.59,21127.17,8908.42,1296.14,12.48,5.85,10.05,8.73,0.3,12.52,54.42,1.07,58.74,3.73,71.16,0.0,6
Samosir,2021,370082.0,70.83,16.08,2.2,0.6,1751.38,5871.13,6851.0,8125.64,1877.54,4019.43,23088.98,23833.96,10619.1,1571.54,12.68,5.01,10.06,8.74,0.4,12.48,41.87,1.29,51.27,3.76,71.27,0.0,6
Samosir,2022,396267.0,71.67,14.97,1.63,0.39,1782.08,5775.47,8809.79,8059.56,1896.67,5632.42,23379.23,26009.26,9027.07,1554.87,11.77,5.95,10.07,8.76,0.41,12.68,51.23,1.56,56.55,3.62,71.41,28.4,5
Samosir,2023,425875.0,72.08,14.86,1.87,0.5,2043.8,6024.57,10616.36,10700.7,2227.19,4558.09,29098.36,26985.43,9145.7,2106.68,11.66,6.31,10.08,8.85,0.41,11.77,41.66,0.57,49.16,2.88,71.82,26.4,6
Samosir,2024,455397.0,72.88,14.85,0.98,0.15,2157.0,6534.0,10145.0,14356.0,2863.0,4584.0,29696.0,30038.0,12469.0,2264.0,11.63,5.31,10.1,9.12,0.35,11.66,40.87,0.25,47.18,2.85,72.24,22.4,6
Sampang,2018,325825.0,61.0,204.82,3.06,0.64,2117.69,2302.68,2958.0,2447.14,3940.48,2709.77,19435.47,15827.18,4053.66,562.89,21.21,4.95,5.18,3.64,0.7,23.56,59.09,0.09,40.19,1.62,67.67,26.4,5
Sampang,2019,346075.0,61.94,202.21,3.2,0.7,1873.68,2304.35,2094.0,2783.09,3164.07,2245.93,17129.97,18325.1,3670.79,411.13,20.71,7.08,5.29,3.9,0.66,21.21,70.62,0.23,23.58,0.64,67.79,47.93,5
Sampang,2020,374908.0,62.7,224.74,2.93,0.53,2150.06,2498.46,2799.0,3200.96,3382.13,2486.48,19623.6,17047.04,3574.45,442.14,22.78,7.8,5.54,4.23,0.55,20.71,65.25,0.0,23.52,0.65,67.96,34.39,5
Sampang,2021,391032.0,62.8,237.23,3.66,0.8,2115.65,2857.42,2600.0,3586.44,3710.2,2771.88,16683.51,17521.01,3482.49,532.92,23.76,10.81,5.55,4.39,0.46,22.78,61.87,0.0,21.78,0.65,68.03,0.0,5
Sampang,2022,411661.0,63.39,217.97,2.88,0.53,1877.9,2738.72,2215.47,4403.19,2912.48,3246.03,17964.96,20786.57,3596.1,679.15,21.61,13.44,5.56,4.63,0.43,23.76,57.79,0.0,22.78,0.58,68.07,17.2,5
Sampang,2023,454716.0,64.13,221.71,2.84,0.57,1900.11,2722.01,2694.8,4070.16,3146.91,2984.67,18618.78,21239.02,3677.05,623.25,21.76,9.09,5.58,4.64,0.57,21.61,53.31,0.0,15.43,5.77,68.38,27.6,6
Sampang,2024,491753.0,64.65,214.32,2.86,0.57,1891.0,3089.0,2811.0,4087.0,3423.0,3365.0,27967.0,22125.0,4106.0,530.0,20.83,9.44,5.59,4.65,0.47,21.76,40.16,0.0,11.31,0.55,68.64,14.1,6
Sanggau,2018,312909.0,65.15,21.59,0.51,0.09,2562.03,4922.64,2659.0,8186.53,1752.46,2836.18,17982.48,16517.46,5895.33,716.74,4.67,24.03,7.51,6.32,0.65,4.52,34.05,12.54,42.09,15.35,70.75,43.0,6
Sanggau,2019,328763.0,65.67,21.41,0.48,0.09,2570.15,4702.64,3277.0,7858.35,1521.32,2634.84,17821.09,16692.48,6694.06,716.4,4.57,25.16,7.52,6.33,1.29,4.67,15.32,10.61,54.3,14.55,71.05,31.88,5
Sanggau,2020,346983.0,65.77,21.16,0.82,0.21,2793.62,5340.34,4646.0,9491.86,1813.12,2755.43,19100.39,16269.03,7412.26,828.13,4.46,24.52,7.64,6.65,0.65,4.57,23.05,9.43,50.67,13.32,71.35,0.0,6
Sanggau,2021,363714.0,66.2,21.7,0.62,0.16,3556.38,5108.64,4562.0,10959.82,2268.34,3075.98,19492.75,18669.61,8911.5,1082.06,4.55,22.76,7.89,6.89,1.01,4.46,16.29,8.04,54.39,13.78,71.42,0.0,6
Sanggau,2022,395305.0,66.91,21.74,0.85,0.24,3570.5,5547.15,4596.09,11819.05,2341.7,4701.54,18828.87,20095.16,8129.95,960.38,4.51,21.72,7.91,6.91,1.62,4.55,17.19,7.64,47.68,10.83,71.42,26.2,5
Sanggau,2023,416112.0,67.77,23.34,0.55,0.11,3482.33,5469.5,3549.46,10662.41,2142.34,3278.28,17653.25,22085.17,8495.88,862.3,4.79,18.52,7.92,7.14,1.19,4.51,21.06,2.99,38.19,0.25,71.58,31.3,6
Sanggau,2024,440303.0,68.43,23.02,0.45,0.08,3603.0,5523.0,5801.0,11891.0,2204.0,3440.0,23133.0,23502.0,8826.0,1002.0,4.67,16.45,7.95,7.17,1.24,4.79,16.64,1.52,43.57,9.04,71.77,22.1,6
Sarmi,2018,472720.0,63.0,5.67,1.72,0.3,2073.84,2922.41,5596.0,8282.08,3678.42,3467.73,14763.43,15863.32,7803.66,3862.64,14.51,40.18,9.21,7.66,5.0,13.75,37.88,18.15,44.49,100.0,65.82,35.7,1
Sarmi,2019,518491.0,63.45,5.8,3.01,0.95,2035.56,3342.82,4401.0,8964.56,2334.17,3932.28,14054.47,13650.35,7569.67,5622.38,14.41,48.13,9.27,7.67,5.0,14.51,35.45,14.79,55.9,100.0,66.0,19.03,1
Sarmi,2020,535586.0,63.63,5.7,1.56,0.29,2005.87,2595.89,8953.0,7363.72,1880.79,3328.12,14303.98,27176.87,7391.32,8595.07,13.87,38.54,9.52,8.01,5.0,14.41,46.42,9.08,40.73,43.8,66.26,27.36,2
Sarmi,2021,554491.0,63.94,5.56,2.33,0.59,1775.4,2943.23,3035.0,7886.95,1567.5,3309.72,15444.56,20326.82,8005.48,6674.62,13.84,51.06,9.67,8.02,5.0,13.87,55.06,4.28,42.04,32.65,66.36,0.0,2
Sarmi,2022,584626.0,64.86,5.6,1.85,0.37,2956.66,2995.07,5487.61,9683.41,1532.0,4128.96,15457.85,19580.97,6270.96,6668.49,13.76,40.04,9.8,8.49,3.12,13.84,27.14,2.26,33.52,70.78,66.46,32.7,3
Sarmi,2023,633124.0,65.8,5.45,2.04,0.41,2343.54,3519.54,5309.0,11916.03,2001.28,4378.58,13989.49,20495.14,6966.4,7910.24,13.21,43.89,9.99,8.71,3.05,13.76,33.53,4.27,36.02,0.07,66.74,19.1,4
Sarmi,2024,653436.0,66.72,5.87,1.87,0.41,3058.0,4250.0,3052.0,31947.0,3157.0,5149.0,13093.0,2794.0,8396.0,7672.0,14.05,41.91,10.0,8.99,2.71,13.21,27.48,5.58,40.22,37.92,67.07,26.5,4
Sarolangun,2018,403411.0,69.41,25.7,1.49,0.39,2106.48,3666.45,3987.0,5114.93,2163.65,4045.46,18828.76,16646.14,6203.54,1307.88,8.73,10.84,8.23,7.03,1.18,8.87,41.72,1.0,42.37,7.31,68.83,37.3,5
Sarolangun,2019,424223.0,69.72,25.39,1.17,0.27,2226.77,3916.75,3776.0,5385.53,2209.62,3998.75,18793.78,21038.29,6188.63,1301.16,8.45,8.8,8.36,7.35,2.09,8.73,28.08,4.61,49.63,5.89,68.94,18.83,5
Sarolangun,2020,459092.0,69.86,25.79,1.08,0.21,2111.76,3838.92,5465.0,4457.33,1912.47,4011.62,17886.6,21604.82,5714.15,1166.27,8.42,10.26,8.47,7.36,2.31,8.45,34.82,1.44,46.17,5.66,69.09,0.0,5
