Kabupaten/Kota,Tahun,Pengeluaran Perkapita Umbi-Umbian
Wonogiri,2021,1249.12
Wonogiri,2022,1345.63
Wonogiri,2023,1264.88
Wonogiri,2024,1138.0
Wonosobo,2018,1133.97
Wonosobo,2019,1109.29
Wonosobo,2020,1216.24
Wonosobo,2021,1448.36
Wonosobo,2022,1494.09
Wonosobo,2023,1629.51
Wonosobo,2024,1178.0
Yahukimo,2018,33337.35
Yahukimo,2019,44965.89
Yahukimo,2020,53002.96
Yahukimo,2021,45582.66
Yahukimo,2022,48009.94
Yahukimo,2023,44935.95
Yahukimo,2024,11286.0
Yalimo,2018,42936.9
Yalimo,2019,57941.1
Yalimo,2020,39612.33
Yalimo,2021,68226.64
Yalimo,2022,72288.14
Yalimo,2023,49610.61
Yalimo,2024,143982.0
