Kabupaten/Kota,Tahun,Pengeluaran Perkapita Bahan Makanan Lainnya
Tuban,2021,1987.48
Tuban,2022,2982.09
Tuban,2023,3155.36
Tuban,2024,2816.0
Tulang Bawang Barat,2018,1601.74
Tulang Bawang Barat,2019,1568.39
Tulang Bawang Barat,2020,1473.76
Tulang Bawang Barat,2021,1924.18
Tulang Bawang Barat,2022,1725.78
Tulang Bawang Barat,2023,2443.04
Tulang Bawang Barat,2024,2431.0
Tulangbawang,2018,2295.9
Tulangbawang,2019,1860.2
Tulangbawang,2020,1815.78
Tulangbawang,2021,2353.18
Tulangbawang,2022,2454.27
Tulangbawang,2023,2287.31
Tulangbawang,2024,2921.0
Tulungagung,2018,1988.25
Tulungagung,2019,2088.33
Tulungagung,2020,2537.38
Tulungagung,2021,2967.54
Tulungagung,2022,3342.89
Tulungagung,2023,3011.98
Tulungagung,2024,3086.0
Wajo,2018,2788.67
Wajo,2019,3201.83
Wajo,2020,2461.39
Wajo,2021,2830.19
Wajo,2022,3364.3
Wajo,2023,3521.04
Wajo,2024,2635.0
Wakatobi,2018,2745.62
Wakatobi,2019,2170.3
Wakatobi,2020,2289.85
Wakatobi,2021,2465.09
Wakatobi,2022,2110.35
Wakatobi,2023,3120.75
Wakatobi,2024,2476.0
Waropen,2018,3569.65
Waropen,2019,1376.14
Waropen,2020,2161.08
Waropen,2021,1883.28
Waropen,2022,1344.97
Waropen,2023,975.88
Waropen,2024,3167.0
Way Kanan,2018,2484.98
Way Kanan,2019,1899.65
Way Kanan,2020,2066.57
Way Kanan,2021,2592.34
Way Kanan,2022,2792.91
Way Kanan,2023,2907.1
Way Kanan,2024,2863.0
Wonogiri,2018,1966.77
Wonogiri,2019,2077.22
Wonogiri,2020,1798.86
Wonogiri,2021,2254.43
Wonogiri,2022,2524.91
Wonogiri,2023,2872.72
Wonogiri,2024,2583.0
Wonosobo,2018,2503.66
Wonosobo,2019,2165.99
Wonosobo,2020,2677.69
Wonosobo,2021,2848.03
Wonosobo,2022,3246.24
Wonosobo,2023,3180.19
Wonosobo,2024,2482.0
Yahukimo,2018,3860.26
Yahukimo,2019,4868.76
Yahukimo,2020,3974.12
Yahukimo,2021,3167.34
Yahukimo,2022,4198.67
Yahukimo,2023,4012.84
Yahukimo,2024,2994.0
Yalimo,2018,14498.22
Yalimo,2019,3327.17
Yalimo,2020,6453.37
Yalimo,2021,7375.07
Yalimo,2022,7625.46
Yalimo,2023,9309.6
Yalimo,2024,12909.0
