Kabupaten/Kota,Tahun,Pengeluaran Perkapita Rokok dan Tembakau
Tuban,2018,12437.45
Tuban,2019,14512.17
Tuban,2020,13838.35
Tuban,2021,14529.68
Tuban,2022,21123.88
Tuban,2023,22505.0
Tuban,2024,23509.0
Tulang Bawang Barat,2018,15176.22
Tulang Bawang Barat,2019,14543.92
Tulang Bawang Barat,2020,18715.83
Tulang Bawang Barat,2021,17692.12
Tulang Bawang Barat,2022,21414.27
Tulang Bawang Barat,2023,25550.45
Tulang Bawang Barat,2024,26027.0
Tulangbawang,2018,15389.56
Tulangbawang,2019,16861.03
Tulangbawang,2020,17718.69
Tulangbawang,2021,17650.49
Tulangbawang,2022,21880.8
Tulangbawang,2023,22563.38
Tulangbawang,2024,24279.0
Tulungagung,2018,10379.71
Tulungagung,2019,10671.03
Tulungagung,2020,11813.93
Tulungagung,2021,13599.53
Tulungagung,2022,16017.71
Tulungagung,2023,17474.31
Tulungagung,2024,13516.0
Wajo,2018,15179.88
Wajo,2019,17945.46
Wajo,2020,15920.11
Wajo,2021,15743.46
Wajo,2022,18652.98
Wajo,2023,20332.19
Wajo,2024,21433.0
Wakatobi,2018,10554.13
Wakatobi,2019,12878.82
Wakatobi,2020,12236.35
Wakatobi,2021,11631.23
Wakatobi,2022,12274.3
Wakatobi,2023,14325.58
Wakatobi,2024,15901.0
Waropen,2018,22959.82
Waropen,2019,19073.22
Waropen,2020,28139.31
Waropen,2021,19340.07
Waropen,2022,19013.03
Waropen,2023,22282.7
Waropen,2024,3753.0
Way Kanan,2018,16512.84
Way Kanan,2019,15876.55
Way Kanan,2020,13779.57
Way Kanan,2021,19197.59
Way Kanan,2022,21192.16
Way Kanan,2023,23084.83
Way Kanan,2024,22864.0
Wonogiri,2018,10435.56
Wonogiri,2019,11339.67
Wonogiri,2020,10907.86
Wonogiri,2021,12948.14
Wonogiri,2022,14661.91
Wonogiri,2023,14851.85
Wonogiri,2024,15125.0
Wonosobo,2018,12743.37
Wonosobo,2019,12910.56
Wonosobo,2020,13903.02
Wonosobo,2021,14319.53
Wonosobo,2022,17747.78
Wonosobo,2023,16261.44
Wonosobo,2024,17333.0
Yahukimo,2018,5423.24
Yahukimo,2019,6412.7
Yahukimo,2020,6911.02
Yahukimo,2021,2004.81
Yahukimo,2022,5131.72
Yahukimo,2023,2480.8
Yahukimo,2024,16757.0
Yalimo,2018,19857.42
Yalimo,2019,23152.1
Yalimo,2020,23952.91
Yalimo,2021,17731.74
Yalimo,2022,15917.07
Yalimo,2023,32682.78
Yalimo,2024,42812.0
