Wilayah,Komposit,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Harapan Hidup (tahun),Stunting (%),IKP,IKP Ranking,
papua - jayawijaya,1,5.00,37.22,26.02,48.86,79.64,5.17,5.63,59.64,0.00,24.58,405,
papua - jayapura,3,4.49,12.44,11.17,1.90,29.31,9.84,21.07,67.05,0.00,54.91,362,
papua - nabire,4,2.34,24.15,21.40,7.79,19.07,9.77,14.56,68.06,0.00,65.00,331,
papua - kepulauan yapen,2,5.00,26.30,17.09,24.54,31.22,9.13,5.01,69.12,0.00,43.92,387,
papua - biak numfor,2,5.00,24.57,11.32,0.69,27.83,10.10,3.30,68.25,0.00,49.07,379,
papua - puncak jaya,1,5.00,34.74,52.61,38.72,65.12,2.06,28.98,65.15,0.00,26.15,402,
papua - paniai,1,5.00,36.71,0.32,32.09,93.45,3.91,23.24,66.44,0.00,27.74,401,
papua - mimika,3,5.00,14.26,15.61,10.47,18.61,10.05,12.08,72.32,0.00,55.37,360,
papua - sarmi,2,5.00,13.87,55.06,4.28,42.04,8.95,32.65,66.36,0.00,44.73,386,
papua - keerom,4,2.60,16.32,23.70,13.12,34.87,7.63,21.99,66.69,0.00,61.38,339,
papua - pegunungan bintang,1,5.00,30.15,65.22,52.39,58.08,4.14,63.20,64.44,0.00,25.64,403,
papua - yahukimo,1,5.00,37.34,51.36,70.27,88.78,3.79,84.13,65.93,0.00,18.41,413,
papua - tolikara,1,5.00,32.04,61.48,14.64,92.26,2.07,17.29,65.71,0.00,24.00,406,
papua - waropen,2,3.08,29.54,37.55,4.38,45.88,8.99,52.51,66.33,0.00,50.03,375,
papua - boven digoel,1,5.00,19.41,20.79,10.00,39.54,8.24,39.21,59.97,0.00,41.18,389,
papua - mappi,1,5.00,25.04,43.45,25.11,76.99,5.53,51.88,65.11,0.00,31.51,398,
papua - asmat,1,5.00,25.49,39.46,40.38,93.45,4.60,73.62,58.05,0.00,21.16,410,
papua - supiori,1,5.00,36.91,53.99,8.40,86.90,8.84,2.73,65.94,0.00,28.11,400,
papua - mamberamo raya,1,5.00,28.38,80.70,13.04,79.59,5.12,100.00,57.77,0.00,21.95,409,
papua - mamberamo tengah,1,5.00,36.41,75.66,1.59,97.60,3.26,50.61,63.59,0.00,22.31,408,
papua - yalimo,1,5.00,32.82,28.61,35.16,71.53,4.99,30.85,65.42,0.00,31.73,397,
papua - lanny jaya,1,5.00,38.13,59.52,6.60,93.63,1.36,14.52,66.06,0.00,25.53,404,
papua - nduga,1,5.00,36.72,32.47,57.09,99.71,2.42,100.00,55.27,0.00,14.89,416,
papua - puncak,1,5.00,36.96,91.88,54.87,98.12,1.98,38.28,65.74,0.00,16.17,415,
papua - dogiyai,1,5.00,28.62,26.26,87.02,98.70,2.78,66.71,65.73,0.00,17.56,414,
papua - intan jaya,1,5.00,40.71,38.93,16.34,99.23,1.78,87.43,65.60,0.00,19.38,411,
papua - deiyai,1,5.00,41.76,6.39,53.55,99.24,2.83,100.00,65.24,0.00,18.65,412,
papua - kota jayapura,5,0.00,11.16,4.39,0.93,3.38,11.11,0.50,70.45,0.00,70.18,73,
papua barat - sorong,3,3.03,27.48,17.09,1.55,36.28,9.15,9.48,66.10,0.00,57.07,357,
papua barat - manokwari,5,2.02,20.14,6.05,0.00,21.28,9.70,3.14,68.68,0.00,72.11,273,
papua barat - fakfak,2,5.00,22.27,32.72,3.53,43.55,10.45,21.57,68.47,0.00,45.06,385,
papua barat - sorong selatan,1,5.00,18.28,43.89,9.86,64.23,8.68,16.20,66.25,0.00,39.74,391,
papua barat - raja ampat,2,5.00,17.01,39.31,8.90,44.27,8.64,24.57,64.74,0.00,43.24,388,
papua barat - teluk bintuni,1,5.00,29.39,25.86,3.23,37.12,9.69,46.11,60.83,0.00,38.58,392,
papua barat - teluk wondama,1,5.00,30.91,43.30,4.42,73.65,10.06,17.96,60.10,0.00,33.06,396,
papua barat - kaimana,2,5.00,15.50,29.10,11.68,41.90,9.45,27.07,64.81,0.00,45.73,383,
papua barat - tambrauw,1,5.00,32.80,51.62,26.56,73.91,7.34,100.00,60.13,0.00,22.47,407,
papua barat - maybrat,1,5.00,30.78,27.71,11.15,64.01,9.42,40.76,65.19,0.00,34.59,395,
papua barat - manokwari selatan,4,1.22,28.88,29.60,2.50,38.83,8.39,28.12,67.58,0.00,65.31,329,
papua barat - pegunungan arfak,1,5.00,33.81,35.28,44.69,61.36,5.49,52.33,67.24,0.00,29.73,399,
papua barat - kota sorong,6,0.00,14.99,6.27,0.20,3.55,10.82,0.67,70.70,0.00,71.89,69,
