Wilayah,Komposit,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Harapan Hidup (tahun),Stunting (%),IKP,IKP Ranking,
papua - jayawijaya,3,1.16,38.66,23.56,20.85,75.98,5.03,3.04,58.99,31.62,51.72,372,
papua - jayapura,2,4.95,13.44,29.43,2.01,36.54,9.25,8.99,66.66,24.57,50.66,374,
papua - nabire,4,2.86,25.17,27.26,10.22,22.57,9.03,6.38,67.72,27.36,61.12,336,
papua - kepulauan yapen,2,4.47,27.17,24.02,23.01,27.35,8.47,9.98,68.85,46.22,47.61,383,
papua - biak numfor,2,5.00,25.72,17.69,1.13,35.56,9.68,37.89,68.00,43.70,44.88,387,
papua - puncak jaya,1,5.00,36.27,67.18,82.42,62.05,2.54,10.88,64.65,35.40,23.69,406,
papua - paniai,3,0.34,37.35,26.27,55.96,78.58,4.34,83.78,65.94,42.36,51.75,371,
papua - mimika,3,5.00,14.55,9.77,0.18,7.28,9.73,2.36,72.06,27.99,58.83,349,
papua - sarmi,1,5.00,14.51,35.45,14.79,55.90,8.36,100.00,66.00,19.03,40.69,394,
papua - keerom,3,3.77,16.90,15.08,2.47,39.31,7.88,26.58,66.35,38.21,54.41,363,
papua - pegunungan bintang,1,2.19,30.75,72.00,47.15,74.49,3.87,52.16,64.08,37.99,41.34,393,
papua - yahukimo,1,5.00,39.25,68.20,94.51,87.22,3.16,42.56,65.52,34.23,16.99,412,
papua - tolikara,1,5.00,33.14,65.63,25.01,95.98,2.77,23.35,65.30,21.31,24.98,404,
papua - waropen,1,5.00,30.53,44.11,6.18,59.41,8.95,28.95,65.99,52.59,35.45,398,
papua - boven digoel,2,4.14,20.35,31.19,13.96,39.04,7.68,52.15,59.16,39.70,44.13,389,
papua - mappi,1,5.00,25.64,63.56,51.05,78.62,5.75,40.35,64.56,33.06,28.03,402,
papua - asmat,1,5.00,27.41,39.74,20.18,96.57,4.08,75.63,56.88,32.60,22.85,408,
papua - supiori,1,5.00,39.22,33.22,3.42,68.57,8.06,3.36,65.53,35.05,34.01,400,
papua - mamberamo raya,1,5.00,30.10,80.95,35.19,93.14,4.95,100.00,57.18,19.37,18.45,411,
papua - mamberamo tengah,1,5.00,37.02,41.66,95.92,100.00,1.81,36.42,63.14,34.77,16.34,414,
papua - yalimo,1,5.00,35.45,51.81,25.43,85.71,3.18,23.19,65.10,0.00,28.67,401,
papua - lanny jaya,1,5.00,40.06,32.81,55.89,98.12,2.49,18.98,65.79,47.08,20.64,410,
papua - nduga,1,5.00,38.13,39.35,88.92,99.74,2.15,64.97,54.82,49.79,10.56,416,
papua - puncak,1,5.00,38.15,96.42,100.00,100.00,1.20,42.80,65.33,26.48,12.26,415,
papua - dogiyai,1,5.00,30.48,26.48,72.60,92.30,2.07,26.18,65.32,57.48,22.60,409,
papua - intan jaya,1,5.00,42.71,29.33,69.64,86.65,1.42,79.81,65.26,49.64,16.62,413,
papua - deiyai,1,5.00,43.49,24.37,6.00,99.73,1.49,12.37,64.83,23.46,24.86,405,
papua - kota jayapura,5,6.55,11.37,5.22,0.72,7.53,10.90,0.72,70.15,22.81,68.55,72,
papua barat - sorong,4,1.67,30.19,27.20,3.76,50.06,8.30,16.41,65.71,32.31,60.64,340,
papua barat - manokwari,5,1.81,22.21,23.39,0.30,26.47,9.43,11.52,68.22,32.14,68.80,298,
papua barat - fakfak,2,5.00,24.31,32.73,1.87,30.05,10.02,29.36,68.12,18.01,47.74,381,
papua barat - sorong selatan,2,5.00,19.14,32.24,13.09,54.30,8.06,16.63,65.83,39.61,41.90,391,
papua barat - raja ampat,2,5.00,17.80,38.48,13.14,36.93,8.50,39.13,64.42,27.55,44.02,390,
papua barat - teluk bintuni,1,5.00,31.30,24.57,4.33,32.14,8.93,8.09,60.15,28.54,41.47,392,
papua barat - teluk wondama,1,5.00,33.32,57.46,20.28,68.75,8.88,86.68,59.53,25.27,27.34,403,
papua barat - kaimana,2,5.00,16.65,26.83,22.90,43.50,9.51,10.64,64.25,16.75,46.40,384,
papua barat - tambrauw,1,3.54,34.59,62.87,11.01,70.95,8.62,68.53,59.56,41.50,35.14,399,
papua barat - maybrat,2,3.14,32.89,28.44,11.40,58.54,9.54,19.21,64.93,42.02,48.12,380,
papua barat - manokwari selatan,1,5.00,30.87,43.00,11.96,57.58,8.56,33.78,67.16,40.26,36.33,397,
papua barat - pegunungan arfak,1,5.00,35.72,64.81,68.70,74.21,5.49,59.70,66.89,35.00,23.40,407,
papua barat - kota sorong,5,40.17,15.85,7.34,0.17,6.27,10.56,0.91,70.00,20.61,65.12,83,
