Wilayah,Komposit,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Harapan Hidup (tahun),Stunting (%),IKP,IKP Ranking,
papua - jayawijaya,1,5.00,38.33,10.96,26.34,71.41,5.24,5.54,59.39,34.53,29.85,400,
papua - jayapura,3,3.77,13.13,20.33,0.14,35.22,10.01,22.24,66.93,34.16,58.11,354,
papua - nabire,4,1.87,24.81,23.27,4.67,27.10,9.89,7.22,67.97,29.08,67.65,311,
papua - kepulauan yapen,2,5.00,27.13,26.40,23.51,31.53,9.14,16.51,69.06,50.36,43.38,388,
papua - biak numfor,2,5.00,25.50,15.74,1.03,28.46,10.57,19.31,68.20,34.63,48.51,380,
papua - puncak jaya,1,5.00,35.71,19.11,12.81,85.59,3.22,14.74,64.98,34.14,30.03,399,
papua - paniai,1,5.00,37.16,10.04,61.45,89.26,4.28,96.17,66.27,34.44,22.97,405,
papua - mimika,3,5.00,14.54,9.96,11.66,14.02,9.83,1.62,72.27,23.99,57.45,355,
papua - sarmi,2,5.00,14.41,46.42,9.08,40.73,8.10,43.80,66.26,27.36,44.68,385,
papua - keerom,4,3.14,16.83,20.72,5.37,26.51,8.22,37.74,66.60,27.06,60.24,348,
papua - pegunungan bintang,1,5.00,30.51,85.30,18.09,79.63,3.85,62.12,64.34,35.87,24.46,404,
papua - yahukimo,1,5.00,38.82,54.10,84.30,67.45,3.18,82.26,65.80,21.86,21.21,409,
papua - tolikara,1,5.00,32.90,86.54,14.76,96.24,1.99,29.01,65.58,49.56,21.40,407,
papua - waropen,1,5.00,30.95,37.79,11.70,53.50,9.05,42.34,66.24,32.11,37.50,395,
papua - boven digoel,1,5.00,19.66,28.82,13.48,35.80,8.66,100.00,59.64,34.97,38.58,393,
papua - mappi,1,5.00,25.50,51.75,56.62,71.16,5.44,80.70,64.91,21.99,28.59,403,
papua - asmat,1,5.00,26.60,55.48,35.11,91.49,4.80,100.00,57.53,46.70,19.90,411,
papua - supiori,1,5.00,38.79,49.17,4.03,71.98,9.04,3.47,65.81,53.53,31.59,397,
papua - mamberamo raya,1,5.00,29.13,79.78,25.99,95.28,6.15,100.00,57.55,21.90,19.80,412,
papua - mamberamo tengah,1,5.00,36.93,82.71,19.44,100.00,3.07,82.56,63.44,14.26,19.07,413,
papua - yalimo,1,5.00,34.52,52.99,14.09,81.54,3.61,30.75,65.34,8.65,29.77,401,
papua - lanny jaya,1,5.00,39.52,69.67,26.75,99.48,1.71,17.28,66.00,8.80,22.87,406,
papua - nduga,1,5.00,38.24,41.96,50.13,99.71,2.31,100.00,55.12,3.18,15.54,414,
papua - puncak,1,5.00,38.24,93.56,97.21,100.00,1.00,44.94,65.61,0.00,12.63,416,
papua - dogiyai,1,5.00,31.12,42.99,95.99,96.91,2.56,100.00,65.60,65.99,14.70,415,
papua - intan jaya,1,5.00,42.92,36.25,10.75,95.47,1.88,94.30,65.51,28.01,20.74,410,
papua - deiyai,1,5.00,43.65,9.73,27.07,100.00,1.49,83.07,65.11,0.00,21.36,408,
papua - kota jayapura,5,7.11,11.49,6.00,0.00,6.17,10.88,0.73,70.38,26.22,68.83,71,
papua barat - sorong,4,1.50,28.61,13.89,2.16,42.57,9.05,10.37,66.02,26.93,65.87,325,
papua barat - manokwari,5,1.75,21.06,7.58,0.26,11.28,9.76,3.74,68.56,13.47,75.42,218,
papua barat - fakfak,2,5.00,23.25,26.58,9.05,38.86,10.02,32.50,68.41,32.91,45.51,384,
papua barat - sorong selatan,2,5.00,18.41,41.60,8.33,46.36,8.40,18.06,66.15,40.26,43.22,389,
papua barat - raja ampat,3,3.80,17.16,27.29,11.30,36.05,9.09,24.86,64.70,32.25,53.46,368,
papua barat - teluk bintuni,2,3.42,30.57,33.52,2.70,33.18,9.62,58.38,60.60,37.02,47.99,381,
papua barat - teluk wondama,1,5.00,32.42,44.41,12.10,66.41,9.07,23.38,59.93,26.03,33.07,396,
papua barat - kaimana,2,5.00,16.11,27.41,4.92,46.19,9.15,26.70,64.64,24.10,46.06,383,
papua barat - tambrauw,1,2.13,33.66,55.01,24.91,80.42,7.39,100.00,59.96,48.21,39.62,392,
papua barat - maybrat,1,5.00,32.20,28.55,19.42,83.79,9.65,48.75,65.17,44.83,31.12,398,
papua barat - manokwari selatan,4,0.68,29.94,12.62,2.95,42.63,7.72,100.00,67.48,28.60,65.78,326,
papua barat - pegunungan arfak,1,5.00,34.83,26.53,43.24,63.37,5.85,100.00,67.18,31.33,29.05,402,
papua barat - kota sorong,5,50.00,15.45,8.43,0.08,5.13,10.68,0.84,70.46,15.75,66.03,80,
